Gene name,Gene stable ID version,Human gene stable ID,Human gene name,Human homology type,%id. target Human gene identical to query gene,%id. query gene identical to target Human gene,Human Gene-order conservation score,"Human orthology confidence [0 low, 1 high]",Mouse gene stable ID,Mouse gene name,Mouse homology type,%id. target Mouse gene identical to query gene,%id. query gene identical to target Mouse gene,Mouse Gene-order conservation score,"Mouse orthology confidence [0 low, 1 high]"
CRNKL1,ENSCJAG00000005393.4,ENSG00000101343,CRNKL1,ortholog_one2one,99.1266,99.1266,100.0,1.0,ENSMUSG00000001767,Crnkl1,ortholog_one2one,96.2154,95.7971,100.0,1.0
CROCC,ENSCJAG00000008057.5,ENSG00000058453,CROCC,ortholog_one2one,96.2742,96.0833,100.0,1.0,ENSMUSG00000040860,Crocc,ortholog_one2one,82.464,82.6282,100.0,1.0
CROCC2,ENSCJAG00000075544.1,ENSG00000226321,CROCC2,ortholog_one2one,83.0969,81.4882,100.0,1.0,ENSMUSG00000084989,Crocc2,ortholog_one2one,60.3948,59.768,100.0,1.0
CROT,ENSCJAG00000014683.5,ENSG00000005469,CROT,ortholog_one2one,93.7908,93.7908,100.0,1.0,ENSMUSG00000003623,Crot,ortholog_one2one,85.7843,85.7843,100.0,1.0
CRP,ENSCJAG00000006271.5,ENSG00000132693,CRP,ortholog_one2one,84.4444,84.8214,100.0,1.0,ENSMUSG00000037942,Crp,ortholog_one2one,69.7778,69.7778,100.0,1.0
CRPPA,ENSCJAG00000000937.5,ENSG00000214960,CRPPA,ortholog_one2one,91.5743,91.5743,100.0,1.0,ENSMUSG00000043153,Crppa,ortholog_one2one,72.949,73.6018,100.0,1.0
CRTAC1,ENSCJAG00000016821.6,ENSG00000095713,CRTAC1,ortholog_one2one,97.5721,97.2769,100.0,1.0,ENSMUSG00000042401,Crtac1,ortholog_one2one,91.1988,92.1779,100.0,1.0
CRTAM,ENSCJAG00000007623.5,ENSG00000109943,CRTAM,ortholog_one2one,89.5674,89.5674,100.0,1.0,ENSMUSG00000032021,Crtam,ortholog_one2one,67.43,67.43,100.0,1.0
CRTAP,ENSCJAG00000011966.5,ENSG00000170275,CRTAP,ortholog_one2one,97.7556,97.7556,100.0,1.0,ENSMUSG00000032431,Crtap,ortholog_one2one,88.7781,89.0,100.0,1.0
CRTC1,ENSCJAG00000007421.5,ENSG00000105662,CRTC1,ortholog_one2one,96.7692,99.2114,100.0,1.0,ENSMUSG00000003575,Crtc1,ortholog_one2one,88.1538,90.9524,100.0,1.0
CRTC2,ENSCJAG00000010045.5,ENSG00000160741,CRTC2,ortholog_one2one,95.1289,95.8153,100.0,1.0,ENSMUSG00000027936,Crtc2,ortholog_one2one,92.2636,93.0636,100.0,1.0
CRTC3,ENSCJAG00000009892.5,ENSG00000140577,CRTC3,ortholog_one2one,94.9919,94.9919,75.0,1.0,ENSMUSG00000030527,Crtc3,ortholog_one2one,89.3376,89.3376,75.0,1.0
CRX,ENSCJAG00000078298.1,ENSG00000105392,CRX,ortholog_one2one,98.6622,98.6622,100.0,1.0,ENSMUSG00000041578,Crx,ortholog_one2one,95.3177,88.2353,100.0,1.0
CRY1,ENSCJAG00000015099.5,ENSG00000008405,CRY1,ortholog_one2one,99.3174,99.3174,100.0,1.0,ENSMUSG00000020038,Cry1,ortholog_one2one,95.5631,92.4092,100.0,1.0
CRY2,ENSCJAG00000011551.5,ENSG00000121671,CRY2,ortholog_one2one,95.4397,98.8196,100.0,1.0,ENSMUSG00000068742,Cry2,ortholog_one2one,91.3681,94.7635,100.0,1.0
CRYAA,ENSCJAG00000070733.1,ENSG00000160202,CRYAA,ortholog_one2one,96.5318,96.5318,100.0,1.0,ENSMUSG00000024041,Cryaa,ortholog_one2one,94.7977,81.1881,100.0,1.0
CRYAB,ENSCJAG00000010788.4,ENSG00000109846,CRYAB,ortholog_one2one,98.8571,98.8571,100.0,1.0,ENSMUSG00000032060,Cryab,ortholog_one2one,96.5714,96.5714,100.0,1.0
CRYBA1,ENSCJAG00000013501.3,ENSG00000108255,CRYBA1,ortholog_one2one,68.9189,71.1628,50.0,1.0,ENSMUSG00000000724,Cryba1,ortholog_one2one,67.1171,69.3023,50.0,0.0
CRYBA2,ENSCJAG00000011426.5,ENSG00000163499,CRYBA2,ortholog_one2one,94.4162,94.4162,100.0,1.0,ENSMUSG00000006546,Cryba2,ortholog_one2one,92.3858,92.3858,100.0,1.0
CRYBA4,ENSCJAG00000008564.4,ENSG00000196431,CRYBA4,ortholog_one2one,76.3158,88.7755,100.0,1.0,ENSMUSG00000066975,Cryba4,ortholog_one2one,72.3684,84.1837,100.0,1.0
CRYBB1,ENSCJAG00000008583.5,ENSG00000100122,CRYBB1,ortholog_one2one,92.4,91.6667,100.0,1.0,ENSMUSG00000029343,Crybb1,ortholog_one2one,80.4,80.4,100.0,1.0
CRYBG1,ENSCJAG00000006246.5,ENSG00000112297,CRYBG1,ortholog_one2one,90.7547,90.2862,75.0,1.0,ENSMUSG00000019866,Crybg1,ortholog_one2one,70.8019,72.6877,50.0,0.0
CRYBG2,ENSCJAG00000009763.5,ENSG00000176092,CRYBG2,ortholog_one2one,73.9177,83.2631,100.0,1.0,ENSMUSG00000012123,Crybg2,ortholog_one2one,67.4506,69.1507,100.0,1.0
CRYBG3,ENSCJAG00000008539.5,ENSG00000080200,CRYBG3,ortholog_one2one,87.5299,86.2626,100.0,1.0,ENSMUSG00000022723,Crybg3,ortholog_one2one,60.9839,60.4675,100.0,1.0
CRYGS,ENSCJAG00000062411.2,ENSG00000213139,CRYGS,ortholog_one2one,76.1261,94.9438,100.0,1.0,ENSMUSG00000033501,Crygs,ortholog_one2one,70.2703,87.6404,100.0,1.0
CRYL1,ENSCJAG00000004800.5,ENSG00000165475,CRYL1,ortholog_one2one,94.9843,94.9843,100.0,1.0,ENSMUSG00000021947,Cryl1,ortholog_one2one,84.0125,84.0125,100.0,1.0
CRYM,ENSCJAG00000085128.1,ENSG00000103316,CRYM,ortholog_one2one,99.0446,99.0446,50.0,1.0,ENSMUSG00000030905,Crym,ortholog_one2one,88.535,88.8179,100.0,1.0
CRYZL1,ENSCJAG00000037369.4,ENSG00000205758,CRYZL1,ortholog_one2one,96.2751,96.2751,100.0,1.0,ENSMUSG00000058240,Cryzl1,ortholog_one2one,88.2522,88.5057,100.0,1.0
CS,ENSCJAG00000011275.4,ENSG00000062485,CS,ortholog_one2one,93.6034,94.206,100.0,1.0,ENSMUSG00000046934,Csl,ortholog_one2many,85.7143,86.2661,0.0,0.0
CSAD,ENSCJAG00000018351.5,ENSG00000139631,CSAD,ortholog_one2one,90.9441,95.7404,100.0,1.0,ENSMUSG00000023044,Csad,ortholog_one2one,85.1638,89.6552,100.0,1.0
CSDC2,ENSCJAG00000085773.1,ENSG00000172346,CSDC2,ortholog_one2one,98.6928,98.6928,50.0,1.0,ENSMUSG00000042109,Csdc2,ortholog_one2one,96.0784,95.4545,25.0,0.0
CSDE1,ENSCJAG00000012565.6,ENSG00000009307,CSDE1,ortholog_one2one,94.3128,99.7494,100.0,1.0,ENSMUSG00000068823,Csde1,ortholog_one2one,92.891,98.2456,100.0,1.0
CSE1L,ENSCJAG00000016296.5,ENSG00000124207,CSE1L,ortholog_one2one,99.794,99.794,100.0,1.0,ENSMUSG00000002718,Cse1l,ortholog_one2one,99.0731,99.0731,100.0,1.0
CSF1,ENSCJAG00000003199.4,ENSG00000184371,CSF1,ortholog_one2one,85.4281,84.657,100.0,1.0,ENSMUSG00000014599,Csf1,ortholog_one2one,65.2095,64.8551,100.0,1.0
CSF1R,ENSCJAG00000021077.5,ENSG00000182578,CSF1R,ortholog_one2one,81.9458,84.0535,100.0,1.0,ENSMUSG00000024621,Csf1r,ortholog_one2one,64.6941,66.0184,100.0,1.0
CSF2,ENSCJAG00000012924.4,ENSG00000164400,CSF2,ortholog_one2one,84.0278,84.0278,100.0,1.0,ENSMUSG00000018916,Csf2,ortholog_one2one,50.6944,51.773,100.0,1.0
CSF2RB,ENSCJAG00000012695.5,ENSG00000100368,CSF2RB,ortholog_one2one,81.8889,82.1628,75.0,1.0,ENSMUSG00000071713,Csf2rb,ortholog_one2many,55.1111,55.3571,75.0,1.0
CSF3R,ENSCJAG00000001860.6,ENSG00000119535,CSF3R,ortholog_one2one,86.8421,86.8421,100.0,1.0,ENSMUSG00000028859,Csf3r,ortholog_one2one,61.3636,61.2903,100.0,1.0
CSGALNACT1,ENSCJAG00000014270.5,ENSG00000147408,CSGALNACT1,ortholog_one2one,98.6842,98.6842,100.0,1.0,ENSMUSG00000036356,Csgalnact1,ortholog_one2one,91.1654,91.5094,100.0,1.0
CSGALNACT2,ENSCJAG00000016195.6,ENSG00000169826,CSGALNACT2,ortholog_one2one,97.4359,98.155,50.0,1.0,ENSMUSG00000042042,Csgalnact2,ortholog_one2one,92.8571,93.5424,100.0,1.0
CSK,ENSCJAG00000015430.5,ENSG00000103653,CSK,ortholog_one2one,91.7864,99.3333,50.0,1.0,ENSMUSG00000032312,Csk,ortholog_one2one,91.3758,98.8889,50.0,0.0
CSKMT,ENSCJAG00000018816.3,ENSG00000214756,CSKMT,ortholog_one2one,89.1667,89.1667,100.0,1.0,,,,,,,
CSMD1,ENSCJAG00000012584.5,ENSG00000183117,CSMD1,ortholog_one2one,97.8114,97.8114,100.0,1.0,ENSMUSG00000060924,Csmd1,ortholog_one2one,93.5466,93.5466,100.0,1.0
CSMD2,ENSCJAG00000001262.5,ENSG00000121904,CSMD2,ortholog_one2one,98.4302,98.4302,100.0,1.0,ENSMUSG00000028804,Csmd2,ortholog_one2one,94.905,95.4306,100.0,1.0
CSMD3,ENSCJAG00000005957.5,ENSG00000164796,CSMD3,ortholog_one2one,98.9749,98.9749,100.0,1.0,ENSMUSG00000022311,Csmd3,ortholog_one2one,97.8149,97.8149,100.0,1.0
CSN1S1,ENSCJAG00000014246.5,ENSG00000126545,CSN1S1,ortholog_one2one,77.1739,76.7568,100.0,1.0,ENSMUSG00000070702,Csn1s1,ortholog_one2one,42.9348,25.2396,100.0,0.0
CSN2,ENSCJAG00000014255.5,ENSG00000135222,CSN2,ortholog_one2one,80.531,80.531,100.0,1.0,ENSMUSG00000063157,Csn2,ortholog_one2one,43.3628,42.4242,100.0,0.0
CSN3,ENSCJAG00000014297.5,ENSG00000171209,CSN3,ortholog_one2one,77.2222,76.3736,100.0,1.0,ENSMUSG00000001622,Csn3,ortholog_one2one,42.2222,41.9889,100.0,0.0
CSNK1A1,ENSCJAG00000021121.5,ENSG00000113712,CSNK1A1,ortholog_one2one,92.3288,100.0,100.0,1.0,ENSMUSG00000024576,Csnk1a1,ortholog_one2one,91.2329,89.0374,100.0,1.0
CSNK1A1L,ENSCJAG00000018001.5,ENSG00000180138,CSNK1A1L,ortholog_one2one,91.8675,90.5044,100.0,1.0,,,,,,,
CSNK1D,ENSCJAG00000017987.5,ENSG00000141551,CSNK1D,ortholog_one2one,94.8718,98.0723,100.0,1.0,ENSMUSG00000025162,Csnk1d,ortholog_one2one,94.1725,94.3925,75.0,1.0
CSNK1E,ENSCJAG00000011879.5,ENSG00000213923,CSNK1E,ortholog_one2one,89.7959,95.1923,100.0,1.0,ENSMUSG00000022433,Csnk1e,ortholog_one2one,88.6621,93.9904,100.0,1.0
CSNK1G1,ENSCJAG00000005023.6,ENSG00000169118,CSNK1G1,ortholog_one2one,85.0211,95.4976,100.0,1.0,ENSMUSG00000032384,Csnk1g1,ortholog_one2one,91.7721,94.3601,100.0,1.0
CSNK1G3,ENSCJAG00000017348.5,ENSG00000151292,CSNK1G3,ortholog_one2one,85.9574,88.5965,100.0,1.0,ENSMUSG00000073563,Csnk1g3,ortholog_one2one,84.8936,89.0625,100.0,1.0
CSNK2A2,ENSCJAG00000011673.5,ENSG00000070770,CSNK2A2,ortholog_one2one,99.7143,99.7143,100.0,1.0,ENSMUSG00000046707,Csnk2a2,ortholog_one2one,98.5714,98.5714,100.0,1.0
CSNK2B,ENSCJAG00000002996.6,ENSG00000204435,CSNK2B,ortholog_one2one,91.8803,100.0,100.0,1.0,ENSMUSG00000024387,Csnk2b,ortholog_one2one,59.8291,54.4747,100.0,1.0
CSPG4,ENSCJAG00000046088.2,ENSG00000173546,CSPG4,ortholog_one2one,94.8729,94.832,75.0,1.0,ENSMUSG00000032911,Cspg4,ortholog_one2one,83.3692,83.1543,75.0,1.0
CSPG5,ENSCJAG00000002499.5,ENSG00000114646,CSPG5,ortholog_one2one,96.2894,96.2894,100.0,1.0,ENSMUSG00000032482,Cspg5,ortholog_one2one,79.0352,74.8682,100.0,1.0
CSPP1,ENSCJAG00000004674.5,ENSG00000104218,CSPP1,ortholog_one2one,91.6734,92.4959,100.0,1.0,ENSMUSG00000056763,Cspp1,ortholog_one2one,75.7478,78.279,100.0,1.0
CSRNP1,ENSCJAG00000009708.5,ENSG00000144655,CSRNP1,ortholog_one2one,92.5297,92.5297,100.0,1.0,ENSMUSG00000032515,Csrnp1,ortholog_one2one,73.1749,73.928,75.0,1.0
CSRNP2,ENSCJAG00000086711.1,ENSG00000110925,CSRNP2,ortholog_one2one,98.5294,98.7109,100.0,1.0,ENSMUSG00000044636,Csrnp2,ortholog_one2one,89.5221,91.1985,100.0,1.0
CSRNP3,ENSCJAG00000006264.5,ENSG00000178662,CSRNP3,ortholog_one2one,98.2935,98.4615,100.0,1.0,ENSMUSG00000044647,Csrnp3,ortholog_one2one,92.4915,90.7873,100.0,1.0
CSRP1,ENSCJAG00000081518.1,ENSG00000159176,CSRP1,ortholog_one2one,99.4819,99.4819,100.0,1.0,ENSMUSG00000026421,Csrp1,ortholog_one2one,100.0,100.0,100.0,1.0
CSRP3,ENSCJAG00000006844.5,ENSG00000129170,CSRP3,ortholog_one2one,77.8226,99.4845,100.0,1.0,ENSMUSG00000030470,Csrp3,ortholog_one2one,77.0161,98.4536,100.0,1.0
CST11,ENSCJAG00000080392.1,ENSG00000125831,CST11,ortholog_one2one,82.6087,82.6087,100.0,1.0,ENSMUSG00000036958,Cst11,ortholog_one2one,53.6232,53.2374,100.0,1.0
CST3,ENSCJAG00000036809.4,ENSG00000101439,CST3,ortholog_one2one,89.0411,89.0411,100.0,1.0,ENSMUSG00000033156,Cst10,ortholog_one2many,41.0959,40.5405,0.0,0.0
CST5,ENSCJAG00000037422.4,ENSG00000170367,CST5,ortholog_one2one,73.75,83.0986,75.0,1.0,,,,,,,
CST7,ENSCJAG00000048473.3,ENSG00000077984,CST7,ortholog_one2one,86.8966,86.8966,100.0,1.0,ENSMUSG00000068129,Cst7,ortholog_one2one,66.2069,66.6667,100.0,1.0
CST8,ENSCJAG00000000697.4,ENSG00000125815,CST8,ortholog_one2one,89.4366,89.4366,100.0,1.0,ENSMUSG00000027442,Cst8,ortholog_one2one,55.6338,55.6338,100.0,1.0
CST9,ENSCJAG00000084681.1,ENSG00000173335,CST9,ortholog_one2one,68.7117,70.4403,100.0,1.0,,,,,,,
CSTA,ENSCJAG00000039985.3,ENSG00000121552,CSTA,ortholog_one2one,89.7959,89.7959,100.0,1.0,ENSMUSG00000071561,Cstdc5,ortholog_one2many,62.2449,62.8866,100.0,1.0
CSTF2,ENSCJAG00000004422.5,ENSG00000101811,CSTF2,ortholog_one2one,95.6449,98.9601,75.0,1.0,ENSMUSG00000031256,Cstf2,ortholog_one2one,89.7822,92.4138,75.0,1.0
CSTF3,ENSCJAG00000005533.5,ENSG00000176102,CSTF3,ortholog_one2one,100.0,100.0,100.0,1.0,ENSMUSG00000027176,Cstf3,ortholog_one2one,99.3027,99.3027,100.0,1.0
CSTL1,ENSCJAG00000041540.3,ENSG00000125823,CSTL1,ortholog_one2one,88.2759,88.2759,100.0,1.0,ENSMUSG00000055177,Cstl1,ortholog_one2one,67.5862,70.0,100.0,1.0
CSTPP1,ENSCJAG00000019962.5,ENSG00000149179,CSTPP1,ortholog_one2one,95.5357,96.9789,100.0,1.0,ENSMUSG00000040591,Cstpp1,ortholog_one2one,91.6667,93.0514,100.0,1.0
CT55,ENSCJAG00000020403.5,ENSG00000169551,CT55,ortholog_one2one,71.9665,65.1515,100.0,1.0,,,,,,,
CTBP2,ENSCJAG00000012539.6,ENSG00000175029,CTBP2,ortholog_one2one,95.4315,95.4315,100.0,1.0,ENSMUSG00000030970,Ctbp2,ortholog_one2one,86.9036,86.6397,100.0,1.0
CTBS,ENSCJAG00000007444.5,ENSG00000117151,CTBS,ortholog_one2one,77.1357,79.7403,100.0,1.0,ENSMUSG00000028189,Ctbs,ortholog_one2one,67.0854,72.9508,100.0,1.0
CTC1,ENSCJAG00000014494.5,ENSG00000178971,CTC1,ortholog_one2one,90.9614,90.9614,100.0,1.0,ENSMUSG00000020898,Ctc1,ortholog_one2one,67.6253,67.9043,75.0,1.0
CTCF,ENSCJAG00000016139.5,ENSG00000102974,CTCF,ortholog_one2one,99.5873,99.5873,100.0,1.0,ENSMUSG00000005698,Ctcf,ortholog_one2one,99.0371,97.8261,100.0,1.0
CTCFL,ENSCJAG00000019109.6,ENSG00000124092,CTCFL,ortholog_one2one,73.9198,72.2474,100.0,1.0,ENSMUSG00000070495,Ctcfl,ortholog_one2one,53.3951,54.4025,100.0,1.0
CTDNEP1,ENSCJAG00000016644.4,ENSG00000175826,CTDNEP1,ortholog_one2one,100.0,100.0,100.0,1.0,ENSMUSG00000018559,Ctdnep1,ortholog_one2one,99.5902,99.5902,100.0,1.0
CTDP1,ENSCJAG00000010153.6,ENSG00000060069,CTDP1,ortholog_one2one,88.5685,89.4901,100.0,1.0,ENSMUSG00000033323,Ctdp1,ortholog_one2one,73.5324,74.375,100.0,1.0
CTDSP2,ENSCJAG00000006503.5,ENSG00000175215,CTDSP2,ortholog_one2one,97.4729,99.631,100.0,1.0,ENSMUSG00000078429,Ctdsp2,ortholog_one2one,92.0578,94.4444,100.0,1.0
CTDSPL,ENSCJAG00000012699.4,ENSG00000144677,CTDSPL,ortholog_one2one,83.792,99.2754,100.0,1.0,ENSMUSG00000047409,Ctdspl,ortholog_one2one,81.0398,96.0145,100.0,1.0
CTDSPL2,ENSCJAG00000002423.5,ENSG00000137770,CTDSPL2,ortholog_one2one,91.5638,95.4936,100.0,1.0,ENSMUSG00000033411,Ctdspl2,ortholog_one2one,88.8889,92.9032,75.0,1.0
CTF1,ENSCJAG00000047927.3,ENSG00000150281,CTF1,ortholog_one2one,93.6274,95.0249,100.0,1.0,ENSMUSG00000042340,Ctf1,ortholog_one2one,77.9412,78.3251,100.0,1.0
CTH,ENSCJAG00000017808.5,ENSG00000116761,CTH,ortholog_one2one,94.0741,94.0741,100.0,1.0,ENSMUSG00000028179,Cth,ortholog_one2one,84.9383,86.4322,100.0,1.0
CTHRC1,ENSCJAG00000016167.5,ENSG00000164932,CTHRC1,ortholog_one2one,97.1193,97.1193,100.0,1.0,ENSMUSG00000054196,Cthrc1,ortholog_one2one,93.8272,93.0612,100.0,1.0
CTIF,ENSCJAG00000004729.5,ENSG00000134030,CTIF,ortholog_one2one,97.9967,98.1605,100.0,1.0,ENSMUSG00000052928,Ctif,ortholog_one2one,92.8214,89.2456,100.0,1.0
CTLA4,ENSCJAG00000005495.5,ENSG00000163599,CTLA4,ortholog_one2one,93.2735,93.2735,100.0,1.0,ENSMUSG00000026011,Ctla4,ortholog_one2one,75.3363,75.3363,100.0,1.0
CTNNA2,ENSCJAG00000017015.5,ENSG00000066032,CTNNA2,ortholog_one2one,100.0,100.0,0.0,1.0,ENSMUSG00000063063,Ctnna2,ortholog_one2one,99.8951,98.5507,25.0,0.0
CTNNA3,ENSCJAG00000019354.5,ENSG00000183230,CTNNA3,ortholog_one2one,97.5419,97.5419,100.0,1.0,ENSMUSG00000060843,Ctnna3,ortholog_one2one,92.9609,92.9609,100.0,1.0
CTNNAL1,ENSCJAG00000017065.5,ENSG00000119326,CTNNAL1,ortholog_one2one,96.3365,96.7302,100.0,1.0,ENSMUSG00000038816,Ctnnal1,ortholog_one2one,85.346,86.0465,100.0,1.0
CTNNB1,ENSCJAG00000017918.5,ENSG00000168036,CTNNB1,ortholog_one2one,99.7442,99.872,100.0,1.0,ENSMUSG00000006932,Ctnnb1,ortholog_one2one,99.6164,99.7439,100.0,1.0
CTNNBIP1,ENSCJAG00000082020.1,ENSG00000178585,CTNNBIP1,ortholog_one2one,100.0,100.0,100.0,1.0,ENSMUSG00000028988,Ctnnbip1,ortholog_one2one,97.5309,97.5309,100.0,1.0
CTNNBL1,ENSCJAG00000021507.5,ENSG00000132792,CTNNBL1,ortholog_one2one,98.4155,99.2895,100.0,1.0,ENSMUSG00000027649,Ctnnbl1,ortholog_one2one,94.7183,95.5595,100.0,1.0
CTNND1,ENSCJAG00000008475.5,ENSG00000198561,CTNND1,ortholog_one2one,98.9659,98.8636,100.0,1.0,ENSMUSG00000034101,Ctnnd1,ortholog_one2one,97.4147,97.4147,50.0,0.0
CTNND2,ENSCJAG00000009238.5,ENSG00000169862,CTNND2,ortholog_one2one,97.12,99.102,100.0,1.0,ENSMUSG00000022240,Ctnnd2,ortholog_one2one,96.56,96.87,100.0,1.0
CTNS,ENSCJAG00000007114.4,ENSG00000040531,CTNS,ortholog_one2one,82.266,91.0082,100.0,1.0,ENSMUSG00000005949,Ctns,ortholog_one2one,72.6601,80.3815,100.0,1.0
CTPS1,ENSCJAG00000003003.5,ENSG00000171793,CTPS1,ortholog_one2one,97.3244,98.4772,100.0,1.0,ENSMUSG00000028633,Ctps,ortholog_one2one,96.6555,97.8003,100.0,1.0
CTPS2,ENSCJAG00000004421.5,ENSG00000047230,CTPS2,ortholog_one2one,58.7004,90.9556,100.0,1.0,ENSMUSG00000031360,Ctps2,ortholog_one2one,55.5066,86.0068,100.0,1.0
CTR9,ENSCJAG00000010795.4,ENSG00000198730,CTR9,ortholog_one2one,98.636,98.636,100.0,1.0,ENSMUSG00000005609,Ctr9,ortholog_one2one,97.2719,97.2719,75.0,1.0
CTRC,ENSCJAG00000008844.4,ENSG00000162438,CTRC,ortholog_one2one,92.5373,92.5373,100.0,1.0,,,,,,,
CTRL,ENSCJAG00000015948.5,ENSG00000141086,CTRL,ortholog_one2one,95.0758,95.0758,100.0,1.0,ENSMUSG00000031896,Ctrl,ortholog_one2one,86.7424,86.7424,100.0,1.0
CTSA,ENSCJAG00000017300.5,ENSG00000064601,CTSA,ortholog_one2one,92.5852,96.25,100.0,1.0,ENSMUSG00000017760,Ctsa,ortholog_one2one,84.7695,85.9756,100.0,1.0
CTSB,ENSCJAG00000003955.5,ENSG00000164733,CTSB,ortholog_one2one,83.2898,94.1003,100.0,1.0,ENSMUSG00000021939,Ctsb,ortholog_one2one,69.7128,78.7611,100.0,1.0
CTSC,ENSCJAG00000000679.5,ENSG00000109861,CTSC,ortholog_one2one,94.3478,93.7365,100.0,1.0,ENSMUSG00000030560,Ctsc,ortholog_one2one,78.913,78.5714,100.0,1.0
CTSD,ENSCJAG00000018407.5,ENSG00000117984,CTSD,ortholog_one2one,56.4142,88.5922,100.0,1.0,ENSMUSG00000007891,Ctsd,ortholog_one2one,50.3864,79.5122,75.0,1.0
CTSE,ENSCJAG00000018771.5,ENSG00000196188,CTSE,ortholog_one2one,96.7172,96.7172,100.0,1.0,ENSMUSG00000004552,Ctse,ortholog_one2one,82.0707,81.864,75.0,1.0
CTSF,ENSCJAG00000001318.5,ENSG00000174080,CTSF,ortholog_one2one,91.411,92.3554,100.0,1.0,ENSMUSG00000083282,Ctsf,ortholog_one2one,72.1881,76.4069,100.0,1.0
CTSG,ENSCJAG00000006323.4,ENSG00000100448,CTSG,ortholog_one2one,74.1176,74.1176,100.0,1.0,ENSMUSG00000040314,Ctsg,ortholog_one2one,66.2745,64.751,100.0,1.0
CTSK,ENSCJAG00000006804.5,ENSG00000143387,CTSK,ortholog_one2one,88.4931,98.1763,100.0,1.0,ENSMUSG00000028111,Ctsk,ortholog_one2one,78.0822,86.6261,100.0,1.0
CTSO,ENSCJAG00000001666.5,ENSG00000256043,CTSO,ortholog_one2one,92.7673,91.9003,100.0,1.0,ENSMUSG00000028015,Ctso,ortholog_one2one,70.4403,71.7949,100.0,1.0
CTSS,ENSCJAG00000006790.5,ENSG00000163131,CTSS,ortholog_one2one,94.5455,94.2598,100.0,1.0,ENSMUSG00000038642,Ctss,ortholog_one2one,73.6364,71.261,100.0,1.0
CTSV,ENSCJAG00000046004.3,ENSG00000136943,CTSV,ortholog_one2one,89.1892,88.9222,0.0,1.0,,,,,,,
CTSW,ENSCJAG00000001836.4,ENSG00000172543,CTSW,ortholog_one2one,57.4118,64.8936,75.0,1.0,ENSMUSG00000024910,Ctsw,ortholog_one2one,49.4118,56.6038,75.0,0.0
CTSZ,ENSCJAG00000018918.4,ENSG00000101160,CTSZ,ortholog_one2one,63.5321,91.4191,100.0,1.0,ENSMUSG00000016256,Ctsz,ortholog_one2one,55.5046,79.085,100.0,1.0
CTTN,ENSCJAG00000000985.5,ENSG00000085733,CTTN,ortholog_one2one,97.0909,97.0909,100.0,1.0,ENSMUSG00000031078,Cttn,ortholog_one2one,91.6364,92.3077,100.0,1.0
CTTNBP2,ENSCJAG00000004816.4,ENSG00000077063,CTTNBP2,ortholog_one2one,94.3442,94.2874,75.0,1.0,ENSMUSG00000000416,Cttnbp2,ortholog_one2one,82.7317,83.4345,75.0,1.0
CTTNBP2NL,ENSCJAG00000058885.2,ENSG00000143079,CTTNBP2NL,ortholog_one2one,96.7136,96.7136,75.0,1.0,ENSMUSG00000062127,Cttnbp2nl,ortholog_one2one,89.3584,89.4984,75.0,1.0
CTU1,ENSCJAG00000043320.3,ENSG00000142544,CTU1,ortholog_one2one,95.977,95.977,100.0,1.0,ENSMUSG00000038888,Ctu1,ortholog_one2one,85.9195,71.1905,100.0,1.0
CTU2,ENSCJAG00000043426.3,ENSG00000174177,CTU2,ortholog_one2one,87.0588,86.2136,100.0,1.0,ENSMUSG00000049482,Ctu2,ortholog_one2one,73.9216,73.3463,100.0,1.0
CTXN1,ENSCJAG00000046027.2,ENSG00000178531,CTXN1,ortholog_one2one,100.0,100.0,100.0,1.0,ENSMUSG00000048644,Ctxn1,ortholog_one2one,96.3415,96.3415,100.0,1.0
CTXN2,ENSCJAG00000040189.2,ENSG00000233932,CTXN2,ortholog_one2one,100.0,100.0,100.0,1.0,ENSMUSG00000074872,Ctxn2,ortholog_one2one,95.0617,93.9024,100.0,1.0
CTXN3,ENSCJAG00000048534.2,ENSG00000205279,CTXN3,ortholog_one2one,96.2963,96.2963,100.0,1.0,ENSMUSG00000069372,Ctxn3,ortholog_one2one,93.8272,95.0,100.0,1.0
CUBN,ENSCJAG00000008967.5,ENSG00000107611,CUBN,ortholog_one2one,92.3013,92.3268,100.0,1.0,ENSMUSG00000026726,Cubn,ortholog_one2one,69.5088,69.528,100.0,1.0
CUEDC1,ENSCJAG00000014010.5,ENSG00000180891,CUEDC1,ortholog_one2one,79.6651,86.2694,100.0,1.0,ENSMUSG00000018378,Cuedc1,ortholog_one2one,72.488,78.0928,100.0,1.0
CUEDC2,ENSCJAG00000065966.2,ENSG00000107874,CUEDC2,ortholog_one2one,74.7989,97.2125,75.0,1.0,ENSMUSG00000036748,Cuedc2,ortholog_one2one,66.4879,87.3239,100.0,1.0
CUL1,ENSCJAG00000010002.5,ENSG00000055130,CUL1,ortholog_one2one,100.0,100.0,100.0,1.0,ENSMUSG00000029686,Cul1,ortholog_one2one,99.8711,99.8711,100.0,1.0
CUL2,ENSCJAG00000014005.5,ENSG00000108094,CUL2,ortholog_one2one,100.0,100.0,100.0,1.0,ENSMUSG00000024231,Cul2,ortholog_one2one,97.3154,97.3154,25.0,0.0
CUL4A,ENSCJAG00000006831.5,ENSG00000139842,CUL4A,ortholog_one2one,98.8204,99.3412,100.0,1.0,ENSMUSG00000031446,Cul4a,ortholog_one2one,93.8401,94.3346,100.0,1.0
